fecha;nombre;provincia;tmed;tmax;horatmax;tmin;horatmin;prec;dir;velmedia;racha;horaracha
2019-11-01;VALÈNCIA, VIVEROS;VALENCIA;23,6;30,0;13:40;17,2;02:40;0,0;24;1,7;10,3;16:00
2019-11-02;VALÈNCIA, VIVEROS;VALENCIA;24,2;28,0;14:00;20,4;23:59;0,0;24;3,3;13,3;22:00
2019-11-04;VALÈNCIA, VIVEROS;VALENCIA;21,3;24,8;13:10;17,8;03:00;0,0;26;3,9;15,6;14:30
2019-11-07;VALÈNCIA, VIVEROS;VALENCIA;17,8;23,1;14:40;12,6;03:00;0,0;24;3,1;11,7;11:20
2019-11-11;VALÈNCIA, VIVEROS;VALENCIA;14,4;19,9;12:10;9,0;05:20;0,0;01;1,9;13,9;21:50
2019-11-15;VALÈNCIA, VIVEROS;VALENCIA;12,5;17,3;13:00;7,7;04:50;0,0;99;2,2;9,7;Varias
2019-11-22;VALÈNCIA, VIVEROS;VALENCIA;13,2;16,4;12:40;10,1;06:50;1,3;25;1,4;10,6;22:50
2019-11-25;VALÈNCIA, VIVEROS;VALENCIA;18,2;23,2;14:00;13,3;02:50;0,0;26;3,6;10,8;06:40
2019-11-30;VALÈNCIA, VIVEROS;VALENCIA;17,6;23,3;14:30;11,8;05:20;0,0;24;2,2;8,9;15:10
2019-12-01;VALÈNCIA, VIVEROS;VALENCIA;16,8;20,6;14:40;13,0;23:50;0,2;24;1,4;9,2;11:30
2019-12-05;VALÈNCIA, VIVEROS;VALENCIA;12,2;13,3;11:40;11,0;06:00;14,5;02;1,9;8,3;10:50
2019-12-08;VALÈNCIA, VIVEROS;VALENCIA;13,0;18,1;13:50;7,9;03:00;0,0;25;1,4;6,7;16:00
2019-12-09;VALÈNCIA, VIVEROS;VALENCIA;15,6;20,4;14:50;10,7;07:40;0,0;33;2,8;10,3;21:20
2019-12-10;VALÈNCIA, VIVEROS;VALENCIA;14,4;19,9;13:40;8,9;07:00;0,0;29;1,4;7,8;02:10
2019-12-11;VALÈNCIA, VIVEROS;VALENCIA;13,8;19,3;15:30;8,2;03:20;0,0;24;2,5;11,4;13:00
2019-12-15;VALÈNCIA, VIVEROS;VALENCIA;15,4;20,8;14:00;9,9;23:59;0,0;27;1,1;5,8;01:30
2019-12-16;VALÈNCIA, VIVEROS;VALENCIA;11,8;14,8;13:20;8,7;04:00;0,0;36;0,0;5,8;13:30
2019-12-21;VALÈNCIA, VIVEROS;VALENCIA;21,4;25,1;15:00;17,8;06:40;0,0;27;5,8;24,4;00:10
2019-12-27;VALÈNCIA, VIVEROS;VALENCIA;13,6;18,7;14:40;8,4;05:40;0,0;24;0,6;3,9;09:00
2020-01-01;VALÈNCIA, VIVEROS;VALENCIA;;;;;;0,0;;;;
2020-01-02;VALÈNCIA, VIVEROS;VALENCIA;;;;;;0,0;;;;
2020-01-03;VALÈNCIA, VIVEROS;VALENCIA;;;;;;0,0;;;;
2020-01-05;VALÈNCIA, VIVEROS;VALENCIA;;;;;;0,0;;;;
2020-01-08;VALÈNCIA, VIVEROS;VALENCIA;10,1;15,6;15:00;4,6;06:50;0,0;01;0,8;5,0;12:00
2020-01-12;VALÈNCIA, VIVEROS;VALENCIA;9,8;15,5;15:00;4,1;07:40;0,0;25;1,1;5,0;23:20
2020-01-15;VALÈNCIA, VIVEROS;VALENCIA;10,8;18,2;13:50;3,4;06:40;0,0;20;1,1;5,8;12:50
2020-01-17;VALÈNCIA, VIVEROS;VALENCIA;13,4;19,0;12:50;7,8;02:50;0,0;22;2,8;11,9;12:40
2020-01-19;VALÈNCIA, VIVEROS;VALENCIA;10,4;14,3;01:00;6,6;15:20;23,7;36;4,2;16,1;Varias
2020-01-22;VALÈNCIA, VIVEROS;VALENCIA;11,1;14,5;11:10;7,7;23:00;10,3;03;2,2;8,6;10:50
2020-01-27;VALÈNCIA, VIVEROS;VALENCIA;13,2;18,4;14:30;7,9;05:00;0,0;27;3,1;12,2;10:50
2020-01-31;VALÈNCIA, VIVEROS;VALENCIA;19,2;24,0;13:50;14,3;07:40;0,0;26;2,5;9,4;11:30
2020-02-08;VALÈNCIA, VIVEROS;VALENCIA;12,4;18,0;12:40;6,8;07:00;0,0;11;0,6;5,3;16:20
2020-02-13;VALÈNCIA, VIVEROS;VALENCIA;14,6;18,7;13:20;10,4;07:40;0,0;11;0,8;4,2;17:10
2020-02-14;VALÈNCIA, VIVEROS;VALENCIA;16,8;22,8;12:40;10,9;06:50;0,0;10;1,9;5,6;16:40
2020-02-17;VALÈNCIA, VIVEROS;VALENCIA;14,4;19,4;11:00;9,3;02:00;0,0;02;1,1;8,1;15:10
2020-02-21;VALÈNCIA, VIVEROS;VALENCIA;12,4;17,4;13:50;7,4;07:00;0,0;99;0,8;5,0;14:40
2020-02-22;VALÈNCIA, VIVEROS;VALENCIA;12,4;18,3;14:40;6,4;07:00;0,0;12;0,8;4,7;14:50
2020-02-23;VALÈNCIA, VIVEROS;VALENCIA;13,6;20,1;11:40;7,2;07:20;0,0;21;1,1;6,1;14:10
2020-02-28;VALÈNCIA, VIVEROS;VALENCIA;18,0;23,8;11:50;12,2;23:59;0,0;12;1,4;6,7;13:10
2020-02-29;VALÈNCIA, VIVEROS;VALENCIA;16,9;23,6;13:50;10,2;04:30;0,0;26;4,4;14,4;11:40
2020-03-01;VALÈNCIA, VIVEROS;VALENCIA;18,6;22,5;14:30;14,8;07:20;0,0;26;4,2;14,4;16:40
2020-03-02;VALÈNCIA, VIVEROS;VALENCIA;16,4;21,5;13:20;11,3;23:50;0,0;27;5,8;21,1;11:10
2020-03-03;VALÈNCIA, VIVEROS;VALENCIA;15,4;20,4;16:00;10,4;04:00;0,0;27;4,2;17,5;14:50
2020-03-05;VALÈNCIA, VIVEROS;VALENCIA;19,2;22,7;15:00;15,6;23:59;0,0;24;3,9;16,7;13:40
2020-03-06;VALÈNCIA, VIVEROS;VALENCIA;16,2;20,6;14:00;11,8;07:00;0,0;25;3,1;14,7;05:50
2020-03-09;VALÈNCIA, VIVEROS;VALENCIA;16,5;23,4;14:30;9,6;05:00;0,0;34;2,5;9,7;18:20
2020-03-11;VALÈNCIA, VIVEROS;VALENCIA;16,9;22,8;10:20;11,0;06:20;0,0;08;1,1;5,3;11:40
2020-03-16;VALÈNCIA, VIVEROS;VALENCIA;12,6;15,1;08:50;10,0;Varias;13,7;33;2,2;9,7;14:30
2020-03-17;VALÈNCIA, VIVEROS;VALENCIA;12,3;14,6;12:30;10,0;00:40;5,3;01;3,1;11,7;14:10
2020-03-22;VALÈNCIA, VIVEROS;VALENCIA;14,0;17,0;12:50;11,1;07:00;3,1;11;0,6;6,9;15:10
2020-03-23;VALÈNCIA, VIVEROS;VALENCIA;14,8;17,7;13:10;11,8;05:00;2,9;99;1,4;7,5;Varias
2020-03-24;VALÈNCIA, VIVEROS;VALENCIA;13,2;14,9;10:20;11,5;23:59;0,7;35;4,2;13,9;14:50
2020-03-30;VALÈNCIA, VIVEROS;VALENCIA;11,2;15,4;09:50;7,1;23:59;6,6;36;1,7;8,3;23:20
2020-03-31;VALÈNCIA, VIVEROS;VALENCIA;10,8;14,6;15:00;7,0;01:00;9,6;36;2,5;10,3;16:10
2020-04-01;VALÈNCIA, VIVEROS;VALENCIA;16,1;20,4;11:40;11,8;00:10;0,1;10;1,4;8,3;16:50
2020-04-02;VALÈNCIA, VIVEROS;VALENCIA;13,7;16,0;11:30;11,4;23:50;0,3;09;1,4;10,3;15:00
2020-04-04;VALÈNCIA, VIVEROS;VALENCIA;13,0;17,2;14:30;8,8;05:00;0,0;12;1,9;7,5;15:40
2020-04-06;VALÈNCIA, VIVEROS;VALENCIA;14,4;17,9;12:10;11,0;05:50;;99;1,1;5,8;Varias
2020-04-09;VALÈNCIA, VIVEROS;VALENCIA;14,7;19,3;14:20;10,1;06:00;0,0;09;1,1;5,6;15:20
2020-04-10;VALÈNCIA, VIVEROS;VALENCIA;16,6;19,7;11:20;13,6;06:20;0,0;10;1,1;5,3;13:00
2020-04-13;VALÈNCIA, VIVEROS;VALENCIA;16,6;19,7;10:20;13,5;05:30;3,5;11;1,4;7,2;15:40
2020-04-15;VALÈNCIA, VIVEROS;VALENCIA;14,4;16,0;16:50;12,9;23:30;16,2;36;0,6;5,8;15:10
2020-04-23;VALÈNCIA, VIVEROS;VALENCIA;17,7;21,1;11:30;14,3;23:59;0,0;10;1,4;6,9;14:30
2020-05-04;VALÈNCIA, VIVEROS;VALENCIA;19,9;23,7;13:20;16,1;05:10;0,0;10;0,8;5,8;14:30
2020-05-06;VALÈNCIA, VIVEROS;VALENCIA;21,0;25,3;11:50;16,8;05:30;0,0;13;1,4;7,2;13:10
2020-05-08;VALÈNCIA, VIVEROS;VALENCIA;19,8;23,0;10:20;16,7;01:30;0,0;99;1,4;7,8;Varias
2020-05-10;VALÈNCIA, VIVEROS;VALENCIA;21,3;26,3;13:30;16,3;08:20;0,7;27;4,2;13,3;15:10
2020-05-13;VALÈNCIA, VIVEROS;VALENCIA;19,7;25,0;13:00;14,4;04:00;6,2;36;2,5;9,2;12:00
2020-05-16;VALÈNCIA, VIVEROS;VALENCIA;18,8;21,6;12:20;15,9;04:20;0,1;35;1,4;7,5;09:20
2020-05-19;VALÈNCIA, VIVEROS;VALENCIA;22,4;28,2;10:50;16,5;05:00;0,0;11;2,2;7,2;13:00
2020-05-20;VALÈNCIA, VIVEROS;VALENCIA;22,6;27,7;11:30;17,5;05:50;0,0;03;1,4;5,8;15:10
2020-05-21;VALÈNCIA, VIVEROS;VALENCIA;23,2;29,7;10:50;16,8;04:50;0,0;11;1,7;6,1;14:40
2020-05-23;VALÈNCIA, VIVEROS;VALENCIA;22,5;26,9;10:50;18,1;05:00;0,0;99;1,7;6,4;17:40
2020-05-25;VALÈNCIA, VIVEROS;VALENCIA;21,2;25,2;12:50;17,1;05:20;0,0;11;1,1;5,8;10:10
2020-05-26;VALÈNCIA, VIVEROS;VALENCIA;21,9;26,2;12:10;17,6;03:40;0,0;10;1,1;6,4;13:20
2020-05-28;VALÈNCIA, VIVEROS;VALENCIA;21,6;25,7;14:00;17,4;04:20;0,0;11;2,2;7,5;11:20
2020-05-31;VALÈNCIA, VIVEROS;VALENCIA;21,2;25,2;09:30;17,2;05:00;0,0;10;1,9;9,2;14:10
2020-06-06;VALÈNCIA, VIVEROS;VALENCIA;23,4;28,7;14:50;18,0;05:50;0,0;15;1,1;11,1;15:30
2020-06-07;VALÈNCIA, VIVEROS;VALENCIA;21,9;26,7;13:00;17,1;23:59;7,5;01;3,1;11,1;18:50
2020-06-11;VALÈNCIA, VIVEROS;VALENCIA;24,3;30,9;12:40;17,7;05:00;0,0;25;2,8;11,4;11:50
2020-06-12;VALÈNCIA, VIVEROS;VALENCIA;24,6;28,6;15:00;20,5;07:00;0,0;22;4,4;14,2;12:00
2020-06-19;VALÈNCIA, VIVEROS;VALENCIA;22,7;25,4;14:00;20,0;07:00;0,0;08;1,9;7,2;13:30
2020-06-20;VALÈNCIA, VIVEROS;VALENCIA;23,0;26,0;11:10;19,9;04:50;0,0;08;1,7;7,8;13:30
2020-06-30;VALÈNCIA, VIVEROS;VALENCIA;25,6;28,7;12:40;22,6;03:30;0,0;99;1,7;6,7;Varias
2020-07-05;VALÈNCIA, VIVEROS;VALENCIA;25,9;29,5;10:10;22,3;05:50;0,0;11;1,9;8,3;12:30
2020-07-07;VALÈNCIA, VIVEROS;VALENCIA;26,0;29,3;12:50;22,7;05:30;0,0;36;2,2;9,4;11:10
2020-07-08;VALÈNCIA, VIVEROS;VALENCIA;26,0;28,9;13:40;23,2;04:30;0,0;10;1,9;8,1;11:40
2020-07-11;VALÈNCIA, VIVEROS;VALENCIA;26,0;29,1;12:30;22,8;05:00;0,0;02;1,4;8,1;12:10
2020-07-12;VALÈNCIA, VIVEROS;VALENCIA;25,6;28,9;13:00;22,4;23:10;4,2;32;1,4;10,6;23:10
2020-07-13;VALÈNCIA, VIVEROS;VALENCIA;25,1;29,0;12:00;21,2;05:20;1,3;10;0,8;6,1;15:40
2020-07-14;VALÈNCIA, VIVEROS;VALENCIA;24,2;27,7;12:40;20,7;22:50;4,0;11;1,9;7,8;13:40
2020-07-15;VALÈNCIA, VIVEROS;VALENCIA;23,9;28,3;12:40;19,5;05:10;0,0;08;1,7;8,3;16:10
2020-07-19;VALÈNCIA, VIVEROS;VALENCIA;26,8;30,7;14:10;23,0;05:40;0,0;09;1,9;7,2;13:30
2020-07-21;VALÈNCIA, VIVEROS;VALENCIA;25,9;28,9;13:00;22,9;05:20;0,0;10;1,1;6,9;15:10
2020-07-22;VALÈNCIA, VIVEROS;VALENCIA;25,7;29,5;11:00;21,9;05:00;0,9;36;0,8;8,6;11:40
2020-07-23;VALÈNCIA, VIVEROS;VALENCIA;27,0;32,9;13:00;21,1;05:00;0,0;15;2,5;7,8;15:30
2020-07-24;VALÈNCIA, VIVEROS;VALENCIA;25,6;29,5;12:50;21,7;05:00;0,0;01;1,4;9,7;10:20
2020-07-25;VALÈNCIA, VIVEROS;VALENCIA;26,6;29,9;12:10;23,3;03:40;0,0;04;1,9;6,7;14:50
2020-07-29;VALÈNCIA, VIVEROS;VALENCIA;27,6;30,8;13:00;24,4;04:00;0,0;07;1,4;8,9;09:20
2020-07-30;VALÈNCIA, VIVEROS;VALENCIA;27,4;31,4;12:50;23,4;05:40;0,0;14;0,8;6,7;13:40
2020-08-01;VALÈNCIA, VIVEROS;VALENCIA;28,4;31,9;12:50;24,8;05:30;0,0;12;1,1;6,9;15:50
2020-08-05;VALÈNCIA, VIVEROS;VALENCIA;26,8;29,6;13:00;23,9;Varias;0,0;10;2,5;8,9;13:20
2020-08-08;VALÈNCIA, VIVEROS;VALENCIA;27,4;31,5;14:30;23,2;06:00;0,0;99;1,4;8,1;16:30
2020-08-09;VALÈNCIA, VIVEROS;VALENCIA;28,3;32,5;13:00;24,1;05:50;0,0;36;1,1;7,5;18:30
2020-08-15;VALÈNCIA, VIVEROS;VALENCIA;27,0;30,5;10:00;23,5;05:00;0,0;11;1,4;6,7;11:10
2020-08-18;VALÈNCIA, VIVEROS;VALENCIA;26,5;30,9;10:40;22,1;05:10;0,0;08;1,1;7,8;14:40
2020-08-27;VALÈNCIA, VIVEROS;VALENCIA;26,9;30,9;10:00;22,9;05:40;0,0;04;1,7;6,9;12:00
2020-08-30;VALÈNCIA, VIVEROS;VALENCIA;21,9;26,1;14:00;17,7;06:20;0,0;12;1,9;8,1;14:30
2020-09-03;VALÈNCIA, VIVEROS;VALENCIA;24,6;28,9;11:40;20,4;06:00;0,0;11;2,2;9,7;14:50
2020-09-04;VALÈNCIA, VIVEROS;VALENCIA;24,3;29,0;11:30;19,6;06:30;0,0;12;1,9;7,2;13:10
2020-09-06;VALÈNCIA, VIVEROS;VALENCIA;24,8;29,4;11:30;20,3;06:20;0,0;12;1,7;7,5;16:10
2020-09-08;VALÈNCIA, VIVEROS;VALENCIA;21,9;27,1;10:50;16,7;07:00;0,0;36;1,4;9,4;02:40
2020-09-11;VALÈNCIA, VIVEROS;VALENCIA;24,8;29,8;11:30;19,7;04:50;0,0;10;1,9;8,1;14:00
2020-09-24;VALÈNCIA, VIVEROS;VALENCIA;25,6;29,9;15:30;21,3;00:50;0,0;24;2,2;13,1;16:50
2020-09-25;VALÈNCIA, VIVEROS;VALENCIA;23,2;27,1;14:50;19,3;23:59;0,0;26;2,8;11,9;05:00
2020-09-26;VALÈNCIA, VIVEROS;VALENCIA;21,8;27,6;14:30;16,1;05:50;0,0;28;1,7;8,1;19:50
2020-09-29;VALÈNCIA, VIVEROS;VALENCIA;20,0;24,7;12:30;15,4;Varias;0,0;08;0,3;6,1;12:40
2020-09-30;VALÈNCIA, VIVEROS;VALENCIA;20,2;24,3;13:40;16,0;06:10;0,0;14;1,4;6,1;13:30
2020-10-02;VALÈNCIA, VIVEROS;VALENCIA;19,8;25,7;12:10;14,0;23:59;2,7;30;6,1;19,4;13:30
2020-10-06;VALÈNCIA, VIVEROS;VALENCIA;21,4;28,7;12:50;14,0;05:00;0,0;09;0,8;6,7;14:10
2020-10-09;VALÈNCIA, VIVEROS;VALENCIA;21,0;24,4;10:50;17,5;06:40;0,0;10;0,8;6,9;15:20
2020-10-11;VALÈNCIA, VIVEROS;VALENCIA;19,9;23,9;11:00;15,9;23:59;0,0;29;1,9;9,7;18:40
2020-10-19;VALÈNCIA, VIVEROS;VALENCIA;17,7;22,3;13:10;13,1;06:10;0,0;08;1,4;5,8;14:50
2020-10-24;VALÈNCIA, VIVEROS;VALENCIA;19,2;25,3;13:10;13,2;07:00;0,0;22;2,2;8,9;14:10
2020-10-25;VALÈNCIA, VIVEROS;VALENCIA;19,8;24,6;14:20;15,0;05:40;0,0;26;3,9;13,1;12:30
2020-10-28;VALÈNCIA, VIVEROS;VALENCIA;19,1;24,5;12:20;13,7;05:00;0,0;10;1,1;5,8;14:00
2020-10-30;VALÈNCIA, VIVEROS;VALENCIA;17,4;22,9;11:30;12,0;07:00;0,0;10;1,4;5,3;13:40
2020-11-01;VALÈNCIA, VIVEROS;VALENCIA;18,2;24,5;11:40;12,0;07:00;0,0;13;1,4;5,3;14:30
2020-11-02;VALÈNCIA, VIVEROS;VALENCIA;17,6;23,4;11:10;11,9;06:50;0,0;15;1,7;5,6;14:10
2020-11-05;VALÈNCIA, VIVEROS;VALENCIA;14,7;16,8;15:00;12,6;00:40;90,8;36;4,4;15,0;03:40
2020-11-06;VALÈNCIA, VIVEROS;VALENCIA;18,2;19,8;14:40;16,6;Varias;12,0;35;3,1;10,0;19:00
2020-11-10;VALÈNCIA, VIVEROS;VALENCIA;17,0;22,2;12:30;11,8;06:50;0,0;08;0,8;4,7;17:50
2020-11-11;VALÈNCIA, VIVEROS;VALENCIA;16,6;21,6;12:20;11,6;07:00;0,0;13;1,1;5,3;15:50
2020-11-12;VALÈNCIA, VIVEROS;VALENCIA;15,6;20,0;14:40;11,2;06:50;0,0;02;0,6;3,6;12:10
2020-11-13;VALÈNCIA, VIVEROS;VALENCIA;16,0;19,4;15:00;12,6;00:30;0,0;24;0,3;3,1;03:20
2020-11-16;VALÈNCIA, VIVEROS;VALENCIA;19,6;23,5;10:40;15,6;23:59;0,0;11;1,7;6,4;13:40
2020-11-18;VALÈNCIA, VIVEROS;VALENCIA;18,8;22,1;13:20;15,5;00:10;0,0;24;0,6;4,4;12:10
2020-11-21;VALÈNCIA, VIVEROS;VALENCIA;13,6;18,7;13:20;8,5;06:30;0,0;36;0,3;4,2;12:40
2020-11-22;VALÈNCIA, VIVEROS;VALENCIA;13,6;19,0;13:40;8,2;04:50;0,0;27;0,8;5,3;08:20
2020-11-25;VALÈNCIA, VIVEROS;VALENCIA;13,0;19,3;13:00;6,8;07:00;0,2;12;0,3;4,4;15:30
2020-11-27;VALÈNCIA, VIVEROS;VALENCIA;14,3;17,4;09:00;11,2;19:00;68,2;12;1,1;14,7;10:20
2020-11-28;VALÈNCIA, VIVEROS;VALENCIA;14,4;17,9;14:50;10,9;05:00;3,5;25;0,3;4,7;21:50
2020-12-05;VALÈNCIA, VIVEROS;VALENCIA;10,2;14,5;14:00;6,0;05:50;0,0;22;3,1;10,8;15:40
2020-12-06;VALÈNCIA, VIVEROS;VALENCIA;11,4;15,5;14:00;7,3;07:50;0,0;99;3,1;13,1;14:40
2020-12-08;VALÈNCIA, VIVEROS;VALENCIA;13,2;17,4;13:00;8,9;23:00;0,0;25;3,1;13,6;00:50
2020-12-12;VALÈNCIA, VIVEROS;VALENCIA;16,4;20,5;13:50;12,4;23:59;0,0;24;2,2;11,7;05:50
2020-12-13;VALÈNCIA, VIVEROS;VALENCIA;16,4;22,0;13:30;10,7;03:30;0,0;24;1,9;8,6;08:10
2020-12-16;VALÈNCIA, VIVEROS;VALENCIA;13,2;18,5;12:30;8,0;07:00;0,0;23;0,8;3,9;02:50
2020-12-22;VALÈNCIA, VIVEROS;VALENCIA;14,0;18,8;13:30;9,1;05:10;0,0;23;0,6;5,0;09:30
2020-12-30;VALÈNCIA, VIVEROS;VALENCIA;11,0;16,3;14:30;5,7;04:10;0,0;24;3,1;8,3;12:30
2021-01-05;VALÈNCIA, VIVEROS;VALENCIA;8,0;13,5;15:20;2,4;05:50;0,0;26;1,9;5,6;11:30
2021-01-09;VALÈNCIA, VIVEROS;VALENCIA;5,6;7,5;15:40;3,8;23:59;1,5;01;1,1;10,6;03:20
2021-01-16;VALÈNCIA, VIVEROS;VALENCIA;10,5;16,8;15:10;4,2;07:20;0,0;23;1,9;5,8;17:20
2021-01-21;VALÈNCIA, VIVEROS;VALENCIA;15,2;18,3;12:30;12,1;01:20;0,0;26;4,2;16,9;16:00
2021-01-31;VALÈNCIA, VIVEROS;VALENCIA;16,6;20,5;13:00;12,8;07:00;0,0;22;3,3;16,1;14:40
2021-02-01;VALÈNCIA, VIVEROS;VALENCIA;20,0;24,2;15:00;15,9;23:59;0,0;27;3,3;16,9;04:00
2021-02-03;VALÈNCIA, VIVEROS;VALENCIA;16,6;20,7;14:50;12,5;23:59;0,0;26;1,7;10,8;11:00
2021-02-04;VALÈNCIA, VIVEROS;VALENCIA;13,3;16,3;10:50;10,3;07:50;0,0;05;1,1;6,1;15:10
2021-02-05;VALÈNCIA, VIVEROS;VALENCIA;13,6;15,2;12:20;12,1;05:00;0,0;02;1,9;7,8;14:00
2021-02-10;VALÈNCIA, VIVEROS;VALENCIA;17,6;21,8;14:30;13,4;23:59;0,0;30;3,3;16,7;11:10
2021-02-13;VALÈNCIA, VIVEROS;VALENCIA;17,6;23,8;13:30;11,4;23:59;0,0;33;1,7;8,6;01:10
2021-02-16;VALÈNCIA, VIVEROS;VALENCIA;13,1;17,9;13:00;8,3;05:00;0,0;22;0,8;5,6;12:00
2021-02-19;VALÈNCIA, VIVEROS;VALENCIA;12,0;15,7;11:40;8,4;05:30;0,0;10;1,1;5,3;14:30
2021-02-21;VALÈNCIA, VIVEROS;VALENCIA;13,0;14,7;12:50;11,3;04:20;7,6;35;4,4;13,1;19:20
2021-03-04;VALÈNCIA, VIVEROS;VALENCIA;13,2;16,5;13:00;9,9;06:40;0,0;09;1,1;6,1;15:40
2021-03-05;VALÈNCIA, VIVEROS;VALENCIA;12,4;16,8;13:50;7,9;07:00;0,0;11;1,4;5,3;15:20
2021-03-06;VALÈNCIA, VIVEROS;VALENCIA;12,1;16,0;11:10;8,2;06:20;1,7;10;0,8;5,8;15:20
2021-03-07;VALÈNCIA, VIVEROS;VALENCIA;11,4;12,4;11:00;10,5;23:59;13,6;34;1,1;5,8;10:00
2021-03-08;VALÈNCIA, VIVEROS;VALENCIA;11,6;13,4;10:50;9,8;06:00;0,7;36;0,8;5,6;Varias
2021-03-12;VALÈNCIA, VIVEROS;VALENCIA;18,1;24,8;14:00;11,4;05:10;0,0;36;1,9;13,6;14:40
2021-03-15;VALÈNCIA, VIVEROS;VALENCIA;13,2;17,5;11:40;8,9;06:30;0,0;10;2,2;8,6;12:40
2021-03-18;VALÈNCIA, VIVEROS;VALENCIA;10,6;14,3;00:10;6,8;13:00;22,4;02;1,7;8,1;10:50
2021-03-24;VALÈNCIA, VIVEROS;VALENCIA;13,6;18,7;11:10;8,5;06:00;0,0;11;1,7;6,4;13:50
2021-03-27;VALÈNCIA, VIVEROS;VALENCIA;14,5;17,7;14:00;11,3;23:59;0,0;01;2,5;8,9;Varias
2021-04-02;VALÈNCIA, VIVEROS;VALENCIA;15,0;19,7;12:10;10,4;06:40;0,0;15;0,8;7,5;15:50
2021-04-06;VALÈNCIA, VIVEROS;VALENCIA;18,2;25,2;11:00;11,1;05:00;0,0;05;1,1;9,4;13:30
2021-04-07;VALÈNCIA, VIVEROS;VALENCIA;11,9;13,4;07:20;10,4;14:10;2,1;01;2,2;7,8;07:00
2021-04-08;VALÈNCIA, VIVEROS;VALENCIA;12,8;15,4;12:40;10,2;23:59;0,1;10;1,4;6,4;13:30
2021-04-10;VALÈNCIA, VIVEROS;VALENCIA;13,1;14,8;12:50;11,4;05:30;0,3;11;0,3;5,6;15:10
2021-04-16;VALÈNCIA, VIVEROS;VALENCIA;12,8;17,2;13:00;8,5;05:50;3,9;10;0,6;8,1;13:40
2021-04-17;VALÈNCIA, VIVEROS;VALENCIA;12,2;16,3;13:20;8,1;06:00;0,0;10;1,9;11,7;12:00
2021-04-18;VALÈNCIA, VIVEROS;VALENCIA;12,2;16,9;14:10;7,4;03:50;0,0;10;1,9;8,3;15:20
2021-04-24;VALÈNCIA, VIVEROS;VALENCIA;14,8;16,4;11:20;13,3;03:50;2,3;01;1,7;6,9;11:30
2021-04-25;VALÈNCIA, VIVEROS;VALENCIA;15,7;18,6;13:00;12,8;05:50;24,8;01;1,7;10,3;23:40
2021-04-27;VALÈNCIA, VIVEROS;VALENCIA;16,7;19,4;11:10;14,0;Varias;4,6;10;1,1;8,1;13:50
2021-04-28;VALÈNCIA, VIVEROS;VALENCIA;18,1;21,2;12:10;15,0;03:00;0,4;10;1,4;8,6;14:20
2021-05-11;VALÈNCIA, VIVEROS;VALENCIA;19,8;25,4;14:00;14,3;05:40;0,0;22;3,3;11,9;12:30
2021-05-13;VALÈNCIA, VIVEROS;VALENCIA;22,0;28,1;15:00;16,0;05:40;0,0;24;2,5;11,4;16:10
2021-05-14;VALÈNCIA, VIVEROS;VALENCIA;19,6;22,9;13:40;16,4;23:59;0,0;11;1,9;9,2;16:30
2021-05-25;VALÈNCIA, VIVEROS;VALENCIA;18,8;21,4;13:30;16,1;04:20;0,0;34;2,2;9,4;07:10
2021-05-30;VALÈNCIA, VIVEROS;VALENCIA;21,7;26,3;12:20;17,1;04:50;0,0;12;1,4;7,2;13:50
2021-05-31;VALÈNCIA, VIVEROS;VALENCIA;21,0;24,5;10:30;17,6;05:10;0,0;01;0,3;6,1;11:40
2021-06-03;VALÈNCIA, VIVEROS;VALENCIA;22,0;25,3;12:40;18,7;03:00;0,0;12;1,9;6,4;13:30
2021-06-06;VALÈNCIA, VIVEROS;VALENCIA;20,8;24,6;12:50;17,1;01:00;0,0;09;0,8;6,7;14:50
2021-06-13;VALÈNCIA, VIVEROS;VALENCIA;25,4;30,2;13:30;20,5;04:30;0,0;11;0,8;5,3;12:50
2021-06-14;VALÈNCIA, VIVEROS;VALENCIA;25,7;30,9;11:00;20,5;05:00;0,0;12;1,9;7,8;15:30
2021-06-15;VALÈNCIA, VIVEROS;VALENCIA;26,5;31,9;13:40;21,1;02:40;0,0;15;1,7;5,8;13:40
2021-06-17;VALÈNCIA, VIVEROS;VALENCIA;24,3;28,2;13:10;20,4;06:30;0,9;36;2,5;10,8;04:10
2021-06-18;VALÈNCIA, VIVEROS;VALENCIA;23,0;25,9;10:50;20,0;05:00;0,1;03;0,6;6,4;14:30
2021-06-19;VALÈNCIA, VIVEROS;VALENCIA;23,8;26,1;11:30;21,4;22:50;5,1;11;0,8;6,1;15:20
2021-06-22;VALÈNCIA, VIVEROS;VALENCIA;23,2;26,9;10:40;19,4;05:10;4,9;14;1,7;8,6;13:20
2021-06-23;VALÈNCIA, VIVEROS;VALENCIA;21,5;24,9;11:20;18,1;04:50;0,0;32;1,9;8,3;13:10
2021-06-24;VALÈNCIA, VIVEROS;VALENCIA;22,2;25,9;11:40;18,5;05:50;0,0;10;1,7;8,3;14:20
2021-06-26;VALÈNCIA, VIVEROS;VALENCIA;23,4;27,1;09:30;19,6;05:30;0,0;08;1,7;10,6;13:20
2021-06-30;VALÈNCIA, VIVEROS;VALENCIA;;;;;;;;2,2;;
2021-07-01;VALÈNCIA, VIVEROS;VALENCIA;25,0;28,2;11:40;21,8;05:00;0,0;10;2,2;8,3;15:10
